Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Altri messaggi in-app)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Altri messaggi in-app)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Altri messaggi in-app)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Foto)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Raccolti"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Foto)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Condivisi"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Utilizzo dei dati e gestione (Foto)/Questi dati vengono trattati temporaneamente?
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,true,SINGLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/Gli utenti possono scegliere se attivare la raccolta di questi dati
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/È richiesta la raccolta dei dati (gli utenti non possono disattivare la raccolta di questi dati)
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Foto)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Foto)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Foto)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Video)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Raccolti"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Video)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Condivisi"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilizzo dei dati e gestione (Video)/Questi dati vengono trattati temporaneamente?
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Utilizzo dei dati e gestione (Video)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/Gli utenti possono scegliere se attivare la raccolta di questi dati
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Utilizzo dei dati e gestione (Video)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/È richiesta la raccolta dei dati (gli utenti non possono disattivare la raccolta di questi dati)
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Video)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Video)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Video)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Raccolti"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Condivisi"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Questi dati vengono trattati temporaneamente?
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/Gli utenti possono scegliere se attivare la raccolta di questi dati
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/È richiesta la raccolta dei dati (gli utenti non possono disattivare la raccolta di questi dati)
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Registrazioni vocali o audio)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (File musicali)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Raccolti"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (File musicali)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Condivisi"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilizzo dei dati e gestione (File musicali)/Questi dati vengono trattati temporaneamente?
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/Gli utenti possono scegliere se attivare la raccolta di questi dati
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/È richiesta la raccolta dei dati (gli utenti non possono disattivare la raccolta di questi dati)
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (File musicali)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (File musicali)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Personalizzazione
PSL_DATA_USAGE_RESPONSES:PSL_MUSIC:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (File musicali)/Perché vengono condivisi questi dati utente? Seleziona tutte le risposte applicabili./Gestione dell'account
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Altri file audio)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Raccolti"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Altri file audio)/Questi dati vengono raccolti, condivisi o entrambe le cose?/Condivisi"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilizzo dei dati e gestione (Altri file audio)/Questi dati vengono trattati temporaneamente?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Utilizzo dei dati e gestione (Altri file audio)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/Gli utenti possono scegliere se attivare la raccolta di questi dati
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Utilizzo dei dati e gestione (Altri file audio)/Questi dati sono richiesti per l'app o l'utente può scegliere se attivarne la raccolta?/È richiesta la raccolta dei dati (gli utenti non possono disattivare la raccolta di questi dati)
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Altri file audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Funzionalità dell'app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Altri file audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Analisi
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Altri file audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Comunicazioni dello sviluppatore
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilizzo dei dati e gestione (Altri file audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Prevenzione di attività fraudolente, sicurezza e conformità"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilizzo dei dati e gestione (Altri file audio)/Perché vengono raccolti questi dati utente? Seleziona tutte le risposte applicabili./Pubblicità o marketing
